Id,Time,Machine,Component,Parameter,Value,Threshold,Probability of Failure
48,03-06-2024 08:09,Excavator_1,Engine,Temparature,104,Medium,High
48,25-06-2024 16:29,Dozer_1,Engine,Temparature,104,Medium,High
48,10-06-2024 18:17,Asphalt_Paver_1,Engine,Temparature,77,Medium,High
48,06-05-2024 18:11,Articulated_Truck_1,Fuel,Temparature,0,Medium,High
48,22-06-2024 06:00,Dozer_1,Fuel,Temparature,308,Medium,High
48,05-05-2024 09:41,Asphalt_Paver_1,Fuel,Temparature,372,Medium,High
48,25-06-2024 12:04,Excavator_1,Fuel,Temparature,297,Medium,High
48,21-06-2024 08:14,Backhoe_Loader_1,Fuel,Temparature,316,Medium,High
49,02-06-2024 02:02,Excavator_1,Drive,Brake Control,7,Medium,Medium
49,26-05-2024 10:26,Dozer_1,Drive,Brake Control,5,Medium,Medium
49,11-05-2024 21:15,Backhoe_Loader_1,Drive,Brake Control,3,Medium,Medium
49,27-05-2024 02:12,Articulated_Truck_1,Drive,Brake Control,4,Medium,Medium
49,09-06-2024 03:43,Asphalt_Paver_1,Drive,Brake Control,5,Medium,Medium
49,24-06-2024 12:03,Asphalt_Paver_1,Fuel,Pressure,61,Medium,Low
49,07-05-2024 03:48,Dozer_1,Fuel,Pressure,58,Medium,Low
49,19-06-2024 15:31,Excavator_1,Fuel,Pressure,45,Medium,Low
49,03-05-2024 11:34,Articulated_Truck_1,Fuel,Pressure,49,Medium,Low
49,02-06-2024 19:26,Backhoe_Loader_1,Fuel,Pressure,56,Medium,Low
49,06-06-2024 15:31,Backhoe_Loader_1,Engine,Speed,1394,Medium,Medium
49,03-05-2024 10:13,Articulated_Truck_1,Engine,Speed,1560,Medium,Medium
49,22-05-2024 16:32,Excavator_1,Engine,Speed,1377,Medium,Medium
49,16-06-2024 09:04,Asphalt_Paver_1,Engine,Speed,1484,Medium,Medium
49,28-06-2024 15:45,Dozer_1,Engine,Speed,1530,Medium,Medium
49,02-06-2024 18:33,Excavator_1,Misc,System Voltage,13.20751249,Medium,High
49,23-05-2024 02:47,Articulated_Truck_1,Misc,System Voltage,14.8,Medium,High
49,21-06-2024 12:15,Dozer_1,Misc,System Voltage,14.27821704,Medium,High
49,05-06-2024 12:35,Backhoe_Loader_1,Misc,System Voltage,14.70834886,Medium,High
49,08-06-2024 04:56,Asphalt_Paver_1,Misc,System Voltage,12.92,Medium,High
50,09-05-2024 03:25,Excavator_1,Misc,Exhaust Gas Temparature,262,Medium,High
50,23-05-2024 10:33,Articulated_Truck_1,Misc,Exhaust Gas Temparature,176,Medium,High
50,16-05-2024 00:54,Asphalt_Paver_1,Misc,Exhaust Gas Temparature,221,Medium,High
50,07-06-2024 09:20,Backhoe_Loader_1,Misc,Exhaust Gas Temparature,199,Medium,High
50,06-06-2024 13:37,Dozer_1,Misc,Exhaust Gas Temparature,300,Medium,High
50,24-05-2024 06:15,Articulated_Truck_1,Engine,Oil Pressure,65,High,High
50,08-05-2024 23:35,Backhoe_Loader_1,Engine,Oil Pressure,51,Medium,High
50,05-05-2024 16:57,Excavator_1,Engine,Oil Pressure,43,Medium,High
50,10-06-2024 20:50,Asphalt_Paver_1,Engine,Oil Pressure,51,Medium,High
50,21-06-2024 13:02,Dozer_1,Engine,Oil Pressure,64,Medium,High
50,25-06-2024 03:32,Asphalt_Paver_1,Drive,Transmission Pressure,232,Medium,Medium
50,21-05-2024 16:36,Excavator_1,Drive,Transmission Pressure,363,Medium,Medium
50,17-06-2024 09:01,Backhoe_Loader_1,Drive,Transmission Pressure,377,Medium,Medium
50,24-05-2024 13:05,Dozer_1,Drive,Transmission Pressure,444,Medium,Medium
50,12-05-2024 19:31,Articulated_Truck_1,Drive,Transmission Pressure,391,Medium,Medium
50,23-05-2024 04:38,Backhoe_Loader_1,Fuel,Water in Fuel,1400,Medium,High
50,27-05-2024 22:23,Asphalt_Paver_1,Fuel,Water in Fuel,622,Medium,High
50,26-06-2024 11:10,Dozer_1,Fuel,Water in Fuel,1368,Medium,High
50,13-05-2024 00:03,Excavator_1,Fuel,Water in Fuel,1439,Medium,High
50,07-05-2024 21:21,Articulated_Truck_1,Fuel,Water in Fuel,448,Medium,High
